V1,V2,V3
lojas_de_cama_mesa_e_banho,-5,Outro 4
lojas_de_cama_mesa_e_banho,-6,Outro 5
lojas_de_cama_mesa_e_banho,-1,NS/NO
lojas_de_eletrodomesticos,1,Atacadão dos Eletros
lojas_de_eletrodomesticos,2,Carrefour
lojas_de_eletrodomesticos,3,Casas Bahia
lojas_de_eletrodomesticos,4,Credimóveis Novolar
lojas_de_eletrodomesticos,5,Elektra
lojas_de_eletrodomesticos,7,Exclusive Line
lojas_de_eletrodomesticos,8,Extra
lojas_de_eletrodomesticos,9,Hiper Bompreço
lojas_de_eletrodomesticos,10,Insinuante
lojas_de_eletrodomesticos,11,Lazer Eletro
lojas_de_eletrodomesticos,12,Lojas Americanas
lojas_de_eletrodomesticos,13,Lojas Guido
lojas_de_eletrodomesticos,14,Magazine Luiza
lojas_de_eletrodomesticos,15,Ponto Frio
lojas_de_eletrodomesticos,16,Ricardo Eletro
lojas_de_eletrodomesticos,18,Walmart
lojas_de_eletrodomesticos,-2,Outra
lojas_de_eletrodomesticos,-3,Outro 2
lojas_de_eletrodomesticos,-4,Outro 3
lojas_de_eletrodomesticos,-5,Outro 4
lojas_de_eletrodomesticos,-6,Outro 5
lojas_de_eletrodomesticos,-1,NS/NO
lojas_de_informatica,1,Carrefour
lojas_de_informatica,3,Gama Informática
lojas_de_informatica,4,Hiper Bompreço
lojas_de_informatica,5,HP Store
lojas_de_informatica,17,Ibyte
lojas_de_informatica,6,Info Box
lojas_de_informatica,7,Infohouse
lojas_de_informatica,8,Laser Info
lojas_de_informatica,9,LogNet
lojas_de_informatica,10,Lojas Americanas
lojas_de_informatica,11,Micro Company
lojas_de_informatica,12,Microoffice Informática
lojas_de_informatica,13,Nagem
lojas_de_informatica,14,Nave Informática
lojas_de_informatica,15,UpGrade
lojas_de_informatica,16,Vip Informática
lojas_de_informatica,18,Walmart
lojas_de_informatica,-2,Outra
lojas_de_informatica,-3,Outro 2
lojas_de_informatica,-4,Outro 3
lojas_de_informatica,-5,Outro 4
lojas_de_informatica,-6,Outro 5
lojas_de_informatica,-1,NS/NO
shopping,1,Paço Alfândega
shopping,2,Paulista NothWay
shopping,3,Plaza Casa Forte
shopping,4,Rio Mar
shopping,5,Shopping Boa Vista
shopping,6,Shopping Center Recife
shopping,7,Shopping Guararapes
shopping,8,Tacaruna
shopping,-2,Outra
shopping,-3,Outro 2
shopping,-4,Outro 3
shopping,-5,Outro 4
shopping,-6,Outro 5
shopping,-1,NS/NO
supermercados,1,Arco-Íris
supermercados,2,Assaí Atacadista
supermercados,3,Atacadão
supermercados,4,Bompreço / Hiper Bompreço
supermercados,5,Canela
supermercados,6,Carrefour
supermercados,7,Deskontão Atacado
supermercados,8,Extra
supermercados,9,Extrabom
supermercados,10,Pão de Açúcar
supermercados,11,RM Express
supermercados,12,Supermercado Kennedy
supermercados,13,Todo Dia
supermercados,14,Trevo
supermercados,18,Walmart
supermercados,-2,Outro 1
supermercados,-3,Outro 2
supermercados,-4,Outro 3
supermercados,-5,Outro 4
supermercados,-6,Outro 5
supermercados,-1,NS/NO
consumo1,1,Não temos dívidas significativas
consumo1,2,Temos pequenas dívidas, mas que estão dentro do nosso orçamento
consumo1,3,Temos dívidas que já estão sendo negociadas
consumo1,4,Temos dídivas, com contas em aberto há mais de 30 dias.
consumo1,-1,NS/NO
consumo2,1,Pagaria dívidas
consumo2,2,Guardaria/ faria uma poupança
consumo2,3,Emprestaria para alguem da família
consumo2,4,Faria compras de produtos/serviços que eu gostaria de ter
consumo2,-1,NS/NO
consumo3,1,Alimentos
consumo3,2,Calçados
consumo3,3,Automoveis
consumo3,4,Imóveis
consumo3,5,TV por assinatura
consumo3,6,Fornecedor de Internet
consumo3,7,Colégio particular
consumo3,8,Lanchonetes
consumo3,9,Óticas
consumo3,10,Bebidas
consumo3,11,Artigos de cama, mesa e banho
consumo3,12,Produtos de informática
consumo3,13,Medicamentos e artigos de farmácia
consumo3,14,Operadora de celular
consumo3,15,Serviços de Hospitais/laboratórios
consumo3,16,Planos de saúde
consumo3,17,Delicatessen
consumo3,18,Produtos de limpeza domestica
consumo3,19,Eletrodomésticos
consumo3,20,Serviços de segurança
consumo3,21,Material de construção
consumo3,22,Operatora de telefonia fixa
consumo3,23,Faculdades
consumo3,24,Bares/restaurantes/Pizzarias
consumo3,25,Joias e relógios
consumo3,26,Viagens
consumo3,-1,NS/NO
consumo4,1,Sim, mais de uma pessoa
consumo4,2,Sim, apenas uma pessoa
consumo4,3,Não
consumo4,-1,NS/NO
